platform,app_name,rating,review,sentiment,weight
Play Store,Alodokter —Chat Bersama Dokter,5,"mau tanya, ini konsul doang atau konsul terus dapat resepnya? info dong yang sudah pernah konsul.. makasih",NEUTRAL,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,gak ada pembayaran lewat E-walet dana,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,3,tdk tau,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"setiap chat dokter, selalu je scroll otomatis kebawah jadi antara pasien dgn dokter kesulitan baca chat keluhannya yg panjang, gmna nih? masa chat pendek pendek utk ngasih tau keluhannya. segera perbaiki ya..",NEGATIVE,COMPLEX
Play Store,Alodokter —Chat Bersama Dokter,1,pembayaran lewat dana kok gak ada ya kak,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,wawasan kesehatan bertambah..,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,waktu sedikit,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,good,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"Dokternya sabar, saya merasa lebih tenang",POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sangat memuaskan,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,"tolong memberikan deskripsi di aplikasi nya sehabis minum obat,jgn sehabis chat dgn dokternya,Krn reaksi obat nya berbeda-beda setiap pasien",POSITIVE,COMPLEX
Play Store,Alodokter —Chat Bersama Dokter,5,terimakasih dok,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"dr.Merry sangat teliti mendiagnosa, dan sangat responsif, ðŸ½ðŸ½ðŸ½",POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,Baik dan responsive,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,Excellent,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,Mengatasi masalah dengan cepat,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,trimakasih,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,ga bisa buat surat sakit/surat dokter padahal di web nya tertera bisa buat surat dokter,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,maaf dok apakah anyang anyangan itu salah satu selis wanita dok,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,saya belum komunikasi jadi belum tau bintang berapa nanti kalau sudah komunikasi baru saya naikin bintang nya kalau memuaskan,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,Very easy for social axienty person.,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,perut saya sakit di bawah pusar.sdh berobat dan opnsme tetapi masih sakit terus sakit apa ta dok?,NEUTRAL,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"gabisa daftar akun, sudah coba pakai nmor telp, akun gmail, fcbok tetep aj gabisa",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sangat mwmbantu,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,tanya maslah penyakit deabetes,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"keluhan,jerawat di rahang cara atasinya?",NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,kenapa cari apotek di tulungagung susah banget ya.udah di resepkan obat gak ada apotek yang dekat.,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokter responsif dan sangat edukatif,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,makin menambah ilmu,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"jangan mau berlangganan ,pembohong katanya unlimited tapi tetap di batasi,,maunya aplikasi ini kita itu konsultasi seadanya ,,jadi jgn mau berlangganan ,Masi banyak yg nafsu dripada aplikasi ini,aku kena padal tahun tahun seblmnya tetap berlangganan karna. jrgan di pake ,pas srngvdj pake di putuskan. sendiri langaganannya",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"Chat dokter nya aktif, beli obat lama, keburu mati",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,makasih banyak udah bisa meliat kasiat dan kegunaan bawang putih dokter yg baik ,POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,3,ga ada uang buat bayarnya,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,ga bisa login,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,sudah bayar untuk konsultasi dokter malah ngk bisa di buka ini aplikasi,NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,gak ada yg geratis konsultasinya bayar.,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,Nice,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"pelayanan dari cs nya bener bener jelek bgt, ga ngasih solusi sama sekali, terkesan bodoamat!",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,online tapi ga di respon. gajls,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sangat membatu saya,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,"pas mau bayar pakai ovo sukses, tiba-tiba dokter sibuk, gak ada pilihan lain. pas pencet back, eh kirain ada saldo gitu di akun. pas mau order lagi, suruh topup lagi  hangus dah uangku",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,good.................,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"dalam 1 Minggu ini 2 kali Kena Vertigo dok,,kira2 apa penyebabnya ya dok",NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,belum jg ngmong. udah habis masa pembayaran nya.  kelamaan muter2. lain kali beri waktu agak pnjang. tau gak dokter aja baru jawab selamat malam. transaksi waktu udh habis. ngmong jg belom. gimana sih ? GK apa saya beri bintang 5.,NEGATIVE,COMPLEX
Play Store,Alodokter —Chat Bersama Dokter,5,semoga sehat selalu,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,aplikasi yang berguna bagi kehidupan di dunia nyata,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,aplikasi error gak jelas,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,setiap pertanyaan dijawab dgn baik.,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,gg amat,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,kalo konsultasi dapet obat nya gak,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"sudah bayar tapi gabisa memulai chat, udah berpuluh menit, komplain ke whatsapp tidak ada respon",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"malam dok saya sakit dubin jonson sindrom, bolehkah minum Curcuma force",NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,tidak dapat meresepkan padahal saya sudah konsul di dokter spkj,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dok mau bertanya anak saya gejala tampek belum keluar bintik meranya. demam pilek,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,kok ini saya gak bisa masuk terus ya,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,cara berhenti berlangganan bagaimana y kk.. karena saya tiap bulan saldo rek terpotong terus...,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dok kalau sering kentut trs perut sembelit itu obatnya apa dok,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"Sangat terbantu dengan resep dokternya, pengiriman K-24 juga cepat. Tapi tolong tim IT Alodokter perbaiki bug ini: Pertama, status resep masih 'Menunggu Pembayaran' padahal pesanan sudah dibayar dan dalam pengiriman. Kedua, kalau kita lagi ngetik di chat dokter terus pindah aplikasi sebentar, ketikannya langsung hilang bersih. Bikin capek ngetik ulang. Semoga update ke depannya bug ini sudah hilang ya",POSITIVE,COMPLEX
Play Store,Alodokter —Chat Bersama Dokter,5,apakah perasan air dari daun seledri yg di haluskan efektif untuk meburun kn twkaban sarah tinggi,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,mau jadi dokter juga,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,menurut saya kurang mendapat jawaban dan sedikit kurang ramah,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,tidak ada apotek kerjasamanya untuk lokasi pekanbaru,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,lagi konsul tiba2 aplikasi gak bisa dibuka padahal udah bayar,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,makasih,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,layanan memuaskan,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,baiik,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,trimakasih dok,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sabar dokternya,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,terimakasih dokter,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"kacau ini alodokter, rumah jakarta timur masa pengiriman obat nya dari bandung, reason menyesuaikan ketersediaan obat, masa iya sebgtu banyak apotik di Jaktim gak ada obat nya, mending gak usah ada aplikasi ini.",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sangat membatu,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,sedikit mengurangi kecemasan,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,luar biasa,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokternya baik,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,saya ingin sehat,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,Pelayanan yang baik,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,baik menjawab chat nya terimakasih,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,memuaskan,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,saya mau obat hernia apa namanya dokter,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokternya ramas,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,tingkatkan lagi pelyananan supaya semua bisa di akses,POSITIVE,COMPLEX
Play Store,Alodokter —Chat Bersama Dokter,5,Terimakasih banyak dok atas sarannya. ðŸ»ðŸ»,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"Nebus obat di Aloshop, obat tidak diterima, dana beli obat mau direfund, biaya chat dokter tidak direfund pdhl chat dokter untuk bisa beli obat. Kalau tanggung jawab, mestinya bisa direorderkan bukan direfund.",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,MENGECEWAKAN!!!!!!!!!,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"masya Allah dokter ny baik bgt, sehat slalu ya dok,",POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokternya pengertian,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,bagaimana cara menghapus pesan masuk di aplikasi nya,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sabar dan baik bangett ï¸,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,semoga obat nya mujarab,POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"saya hanya membayar tanpa mendapatkan pelayanan, lalu buat apa saya membayar menunggu balasan chat dari dokter tidak ada akhirnya chat di tutup",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,download sukses. pas di buka memghubungkan. knp ya?,NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,buruk sekali penjelasan dokter nya tidak memuaskan.,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,"better hallodoc!!!!!! dokter kulit inisial F PELIT!!!!! ga rugi anda sbgai dokter memberi tahu org yg awam, memang keterangan hanya 1 pembahasan tp apa susahnya sedikit kasihan kepada pasien ksh penjelasan lbh dlm lagi? takut sekali anda rugi dgn bayaran 40rb sangat ingin cpt sesi berakhir. amit2 ya allah ",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,professional,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"Asli Auto Unistall Aplikasi, Mau minta surat dokter tp gak di kasih alasannya surat habis, diminta ke dokter yg lain yang harus bayar lagi. komersil bgt ya. terus obatnya pesen magrib sampe bsk siang belum dikirim juga, saya minta refund tp gak di kasih alasannya karena sudah ""dalam proses pengiriman"" kurir aja belum pickup. padahal saya sudah beli obat ditempat lain. Jadi ini aplikasi menurut pendapat saya sangat komersil dan tidak memikirkan kesehatan pasien. terimakasih alodokter",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokter nya baik banget,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"dokter slowrespon,di tunggu katanya buatkan resep malah gk nongol""ini sakit butuh obat segera dok",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokter baik,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sangat ,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"aplikasi apaan ini, klau harus pkail pulsa bayar, klau org susah GX punya uang  bisa apa coba GX bakal mampu tanya dokter klau Hinga 50 RB setiap brtnya",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,saya telah membayar biaya langganan 390.000 untuk setahun namun dibatalkan sepihak oleh alodokter dan uang saya TIDAK dikembalikan,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,3,"Sussh daftarnya, jadi saya hapus lagi",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"Bisa ga sih idiot,ngasih 3 resep obat 1 apotek saja. ngasih resep obat 3,satu obat dipisah tiap klinik. Udah beban di ongkir,beban pengiriman (waktu).",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"trimakasi atas responnya, sekarang saya merasa tenang dan menerima diri saya seutuhnya ,kini saya merasa di bela dan merasa masih ada orang berpihak pada saya ",POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,3,"belum coba, nanti di coba dulu",NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"Pelayanan sangat Buruk Tunggu obat dr pagi sampai malam malah dibatalkan sepihak. Diminta konsultasi lagi dan pesan obat lagi, kejadiannya sama. Tunggu obat lama dan dibatalkan lagi. Hubungi CS sama aja, tidak ada solusi dan disuruh menunggu yang akhirnya obat dibatalkan juga!!",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"dokter nya baik, dan bisa membuat saya tenang dengan jawaban nya",POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,nice,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,3,"dokter banyak, easy to use, minus belum bisa menerbitkan surat keterangan sakit",POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,saya kira gratis chat sama dokternya ternyata berbayar juga,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,bagua,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dapat Konsultasi dengan Baik,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,trims dok saran & resepnya sukses selalu GBU happy new yaer,POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,konsul dadakan ketika belum bisa konsul langsung ke dokter. semua dalam satu genggaman. trimakasih alodokter,POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,4,"terimakasih untuk dr. Heppy tosari yang sudah berkenan membntu, penyampaiannya bgus, ketika di chat lgsung dibales. terimakasih dok",POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokternya meyenangkan,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokternya responsip baikkk dan menenangkan,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,kurang jelas sangat tidak puas,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,tempat untuk konsultasi obat,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,kirain gratis hehehehe,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,bayar terus,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,"iklan di fitur search google playnya ganggu bener, klik bpjs kesehatan malah redirect ke aplikasi ini mulu",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,3,kenapa yaa susah banget kebuka aplikasi nya,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"Puas, membantu masalah kesehatan keluarga, gak ribet, gak antri, Terimakasih banyak.",POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,3,"Ga bisa di buka , stag di layar biru , hadoh..",NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,fastres dokternya baik smoga resepnya cocok,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,like,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,respon baik,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,aproved,NEUTRAL,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,sbner a bgs aplksi ini kta bsa bnyk mngthui tntng jenis pnykit yg ingin di tnykn cma bgi sya agk sulit buat msuk pd sistm a,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"dokter menjawab dengen responsif, bisa tanya seputar anak dengan dokter DSA tanpa perlu kerumah sakit",POSITIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,Obatanya baru mau ditebus..Semoga cocok yah dok,NEUTRAL,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,br mw tes aplikasihnya gara2 minum obat tinggi darah yg katanya tdk bs tanpa resep dokter,NEUTRAL,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,"trimakasi, ya",POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,ga tau kenapa jawaban dr nya kaya template banget dari Google.. buang2 duit ajaaa!!!!,NEGATIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,Mohon direvisi cara kerjanya. Saya posisi di Malang kok larinya ke apotek di Singaraja. Harusnya ya apotek terdekat. ini tadi saya secara gak sengaja ngeklik Singaraja karena pas bingung merawat anak. Namanya obat kan segera dibutuhkan. apalagi setelah konsultasi dg dokternya. saya hubungi cs tidak bisa dibatalkan. lha...apa fungsinya kita chat dg dokter utk dapat pelayanan tercepat dan dapat segera terbeli obat. ini orang sakit. gak bisa disuruh menunggu obat.,NEGATIVE,COMPLEX
Play Store,Alodokter —Chat Bersama Dokter,5,semoga tetap sehat pak dok,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,2,"OTP WHATSAPP tidak berfungsi saat verifikasi perubahan profil. pake 08 maupun 62, kode gak masuk.",NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,dokter nya sangat responsif..,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,Mengecewakan ternyata mereka setelah buat janji pihak alodokter tidak konfirmasi ke rumah sakit.,NEGATIVE,INFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,5,makasih dokter,POSITIVE,UNINFORMATIVE
Play Store,Alodokter —Chat Bersama Dokter,1,kesel banget sama alodokter biasa chat dokter ga ditutup ini udah ditutup ajha baru belum selesai chatnya masak baru 10 detik ga dibalas sudah ditutup otomatis...udah ah ganti halodoc.. ga banget ini aplikasi ...,NEGATIVE,INFORMATIVE
